category_all_arts-mace_label	category_all_arts-mace_label_distribution	category_all_beauty-mace_label	category_all_beauty-mace_label_distribution	category_all_books-mace_label	category_all_books-mace_label_distribution	category_all_business-mace_label	category_all_business-mace_label_distribution	category_all_family-mace_label	category_all_family-mace_label_distribution	category_all_finance-mace_label	category_all_finance-mace_label_distribution	category_all_games-mace_label	category_all_games-mace_label_distribution	category_all_gastronomy-mace_label	category_all_gastronomy-mace_label_distribution	category_all_health-mace_label	category_all_health-mace_label_distribution	category_all_lifestyle-mace_label	category_all_lifestyle-mace_label_distribution	category_all_other-mace_label	category_all_other-mace_label_distribution	category_all_politics-mace_label	category_all_politics-mace_label_distribution	category_all_religion-mace_label	category_all_religion-mace_label_distribution	category_all_sports-mace_label	category_all_sports-mace_label_distribution	category_all_style-mace_label	category_all_style-mace_label_distribution	category_all_travel-mace_label	category_all_travel-mace_label_distribution	category_most_index-mace_label	category_most_index-mace_label_distribution	classify_account-mace_label	classify_account-mace_label_distribution	user_id
n	{'n': 0.9146570180529979, 'y': 0.08534298194700209}	y	{'y': 0.5555051348270366, 'n': 0.4444948651729635}	n	{'n': 0.9963244853621224, 'y': 0.0036755146378776187}	n	{'n': 0.7176405041194748, 'y': 0.2823594958805252}	n	{'n': 0.7929828985129103, 'y': 0.20701710148708968}	n	{'n': 0.9983724394247256, 'y': 0.001627560575274331}	n	{'n': 0.998355028221721, 'y': 0.0016449717782790385}	n	{'n': 0.9999998717402843, 'y': 1.2825971580975504e-07}	n	{'n': 0.9971499173828039, 'y': 0.0028500826171961166}	n	{'n': 0.9995332632045533, 'y': 0.00046673679544680644}	n	{'n': 0.9960974863277621, 'y': 0.0039025136722379626}	n	{'n': 0.9983961780510984, 'y': 0.0016038219489016659}	n	{'n': 0.9982500456483621, 'y': 0.0017499543516379258}	n	{'n': 0.999526192785503, 'y': 0.00047380721449691337}	n	{'n': 0.9974624712048219, 'y': 0.0025375287951781298}	n	{'n': 0.9536403926499233, 'y': 0.04635960735007676}	beauty	{'beauty': 0.9992963021496786, 'arts': 5.413060387084536e-05, 'family': 5.413060387084536e-05, 'travel': 5.413060387084536e-05, 'style': 5.413060387084536e-05, 'games': 5.413060387084536e-05, 'science and technology': 5.413060387084536e-05, 'books': 5.413060387084536e-05, 'gastronomy': 5.413060387084536e-05, 'health': 5.413060387084536e-05, 'sports': 5.413060387084536e-05, 'business': 5.413060387084536e-05, 'other': 5.413060387084536e-05, 'politics': 5.413060387084536e-05}	promoting	{'promoting': 0.9354667685020596, 'personal': 0.021511077165980157, 'missing': 0.021511077165980157, 'non_english': 0.021511077165980157}	843890202477285378
n	{'n': 0.9971201618726129, 'y': 0.002879838127387114}	n	{'n': 0.9965603285997434, 'y': 0.0034396714002565697}	n	{'n': 0.9964023844066644, 'y': 0.0035976155933355927}	n	{'n': 0.980015031872093, 'y': 0.019984968127906896}	n	{'n': 0.9990751903514103, 'y': 0.0009248096485897504}	n	{'n': 0.9986593305852849, 'y': 0.0013406694147150425}	n	{'n': 0.9986266286722716, 'y': 0.001373371327728393}	n	{'n': 0.9999999498203533, 'y': 5.017964673310443e-08}	y	{'y': 0.9949229625328876, 'n': 0.005077037467112359}	n	{'n': 0.9932306614570614, 'y': 0.006769338542938595}	y	{'y': 0.6980595997572598, 'n': 0.30194040024274016}	n	{'n': 0.9985691478422813, 'y': 0.0014308521577186457}	n	{'n': 0.9985537897596515, 'y': 0.0014462102403484823}	n	{'n': 0.9996088645381372, 'y': 0.00039113546186269677}	y	{'y': 0.624180238007463, 'n': 0.375819761992537}	n	{'n': 0.9994397956161226, 'y': 0.0005602043838773637}	health	{'health': 0.9887601155336054, 'other': 0.002999121645983188, 'style': 0.0022744980018369423, 'arts': 0.000542387710779471, 'family': 0.000542387710779471, 'travel': 0.000542387710779471, 'games': 0.000542387710779471, 'science and technology': 0.000542387710779471, 'books': 0.000542387710779471, 'gastronomy': 0.000542387710779471, 'sports': 0.000542387710779471, 'beauty': 0.000542387710779471, 'business': 0.000542387710779471, 'politics': 0.000542387710779471}	promoting	{'promoting': 0.9996327027008822, 'personal': 0.00012243243303918224, 'missing': 0.00012243243303918224, 'non_english': 0.00012243243303918224}	835880737823825920
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	personal	{'personal': 0.993364325105485, 'missing': 0.0022118916315049192, 'non_english': 0.0022118916315049192, 'promoting': 0.0022118916315049192}	907905296005296128
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	non_english	{'non_english': 0.9999967530372456, 'personal': 1.0823209181217386e-06, 'missing': 1.0823209181217386e-06, 'promoting': 1.0823209181217386e-06}	954137896952389633
n	{'n': 0.9959094794376208, 'y': 0.004090520562379333}	n	{'n': 0.947277981757956, 'y': 0.05272201824204405}	n	{'n': 0.9996722528041863, 'y': 0.0003277471958137058}	n	{'n': 0.9998106265258624, 'y': 0.0001893734741376349}	n	{'n': 0.9998941391973465, 'y': 0.00010586080265350621}	n	{'n': 0.9998842272040935, 'y': 0.00011577279590643938}	n	{'n': 0.9998999341462022, 'y': 0.00010006585379789032}	n	{'n': 0.9999563930334486, 'y': 4.360696655133786e-05}	n	{'n': 0.9982457874712777, 'y': 0.0017542125287222734}	n	{'n': 0.9999102081133516, 'y': 8.979188664846191e-05}	n	{'n': 0.9998212343387486, 'y': 0.00017876566125140175}	y	{'y': 0.9840456418344325, 'n': 0.01595435816556743}	n	{'n': 0.999886471751428, 'y': 0.00011352824857209914}	n	{'n': 0.9999701864968181, 'y': 2.9813503181988054e-05}	n	{'n': 0.9887868040452787, 'y': 0.011213195954721224}	n	{'n': 0.9725836435152787, 'y': 0.027416356484721308}	politics	{'politics': 0.8059189672044548, 'other': 0.16222813879279221, 'arts': 0.002654407833562755, 'family': 0.002654407833562755, 'travel': 0.002654407833562755, 'style': 0.002654407833562755, 'games': 0.002654407833562755, 'science and technology': 0.002654407833562755, 'books': 0.002654407833562755, 'gastronomy': 0.002654407833562755, 'health': 0.002654407833562755, 'sports': 0.002654407833562755, 'beauty': 0.002654407833562755, 'business': 0.002654407833562755}	promoting	{'promoting': 0.997992075817909, 'personal': 0.0006693080606969529, 'missing': 0.0006693080606969529, 'non_english': 0.0006693080606969529}	992149270399725568
n	{'n': 0.5784359490131897, 'y': 0.42156405098681027}	n	{'n': 0.996331699207031, 'y': 0.0036683007929689425}	n	{'n': 0.9992389688210592, 'y': 0.0007610311789408364}	n	{'n': 0.9987668884821316, 'y': 0.0012331115178684203}	n	{'n': 0.9996976886123126, 'y': 0.0003023113876874477}	n	{'n': 0.9999454401457523, 'y': 5.4559854247693095e-05}	n	{'n': 0.9999532633179843, 'y': 4.673668201580264e-05}	n	{'n': 0.999945126677684, 'y': 5.4873322316048574e-05}	n	{'n': 0.999908242593619, 'y': 9.175740638104864e-05}	n	{'n': 0.9998621219129098, 'y': 0.0001378780870902292}	y	{'y': 0.6234341366328915, 'n': 0.3765658633671084}	n	{'n': 0.9999504823005941, 'y': 4.9517699405936866e-05}	n	{'n': 0.9999477758167536, 'y': 5.22241832464033e-05}	n	{'n': 0.999984809020785, 'y': 1.5190979215017025e-05}	n	{'n': 0.9150359923449078, 'y': 0.08496400765509216}	n	{'n': 0.9967696124233288, 'y': 0.003230387576671148}	other	{'other': 0.5700753151488424, 'books': 0.24738529670662493, 'arts': 0.08657649525337732, 'family': 0.008723899353741417, 'travel': 0.008723899353741417, 'style': 0.008723899353741417, 'games': 0.008723899353741417, 'science and technology': 0.008723899353741417, 'gastronomy': 0.008723899353741417, 'health': 0.008723899353741417, 'sports': 0.008723899353741417, 'beauty': 0.008723899353741417, 'business': 0.008723899353741417, 'politics': 0.008723899353741417}	promoting	{'promoting': 0.9908788083708778, 'personal': 0.003040397209707365, 'missing': 0.003040397209707365, 'non_english': 0.003040397209707365}	926065746983211009
n	{'n': 0.6268467933534916, 'y': 0.37315320664650836}	n	{'n': 0.9693735630678711, 'y': 0.030626436932128877}	n	{'n': 0.9997249862462875, 'y': 0.0002750137537125603}	n	{'n': 0.9999861502901244, 'y': 1.3849709875586648e-05}	n	{'n': 0.9844597635042565, 'y': 0.015540236495743535}	n	{'n': 0.9999707541270139, 'y': 2.9245872986105194e-05}	n	{'n': 0.9999958918436204, 'y': 4.108156379648357e-06}	n	{'n': 0.9999998021599986, 'y': 1.97840001340927e-07}	n	{'n': 0.9976679557701238, 'y': 0.0023320442298762054}	n	{'n': 0.9989596847339216, 'y': 0.0010403152660784412}	n	{'n': 0.9998857111032778, 'y': 0.00011428889672216516}	n	{'n': 0.9978671199753206, 'y': 0.002132880024679479}	n	{'n': 0.9999953777946183, 'y': 4.62220538157232e-06}	n	{'n': 0.9999976616510984, 'y': 2.338348901532499e-06}	n	{'n': 0.6199791729812278, 'y': 0.38002082701877216}	y	{'y': 0.9999100131177057, 'n': 8.998688229425297e-05}	travel	{'travel': 0.9864092251603197, 'arts': 0.001045444218436897, 'family': 0.001045444218436897, 'style': 0.001045444218436897, 'games': 0.001045444218436897, 'science and technology': 0.001045444218436897, 'books': 0.001045444218436897, 'gastronomy': 0.001045444218436897, 'health': 0.001045444218436897, 'sports': 0.001045444218436897, 'beauty': 0.001045444218436897, 'business': 0.001045444218436897, 'other': 0.001045444218436897, 'politics': 0.001045444218436897}	promoting	{'promoting': 0.9447513268103829, 'personal': 0.018416224396538998, 'missing': 0.018416224396538998, 'non_english': 0.018416224396538998}	859986448279261185
n	{'n': 0.5298309021567266, 'y': 0.47016909784327343}	n	{'n': 0.8030193645014622, 'y': 0.19698063549853775}	n	{'n': 0.9999251004740011, 'y': 7.489952599890768e-05}	n	{'n': 0.9999941520453575, 'y': 5.847954642550118e-06}	n	{'n': 0.9962007199476792, 'y': 0.0037992800523208234}	n	{'n': 0.9999959116857955, 'y': 4.088314204436649e-06}	n	{'n': 0.9999951818702919, 'y': 4.818129708130569e-06}	n	{'n': 0.9999971076015044, 'y': 2.8923984955544506e-06}	n	{'n': 0.9893183632176679, 'y': 0.01068163678233219}	n	{'n': 0.999996315454463, 'y': 3.684545536938672e-06}	n	{'n': 0.5023206141180193, 'y': 0.49767938588198063}	n	{'n': 0.9999940374195725, 'y': 5.962580427541507e-06}	n	{'n': 0.9999954838977918, 'y': 4.516102208146651e-06}	n	{'n': 0.9999960527054381, 'y': 3.9472945618848415e-06}	n	{'n': 0.9551584520677704, 'y': 0.04484154793222964}	y	{'y': 0.6852797171098244, 'n': 0.31472028289017573}	beauty	{'beauty': 0.9691547975704518, 'arts': 0.002372707879196018, 'family': 0.002372707879196018, 'travel': 0.002372707879196018, 'style': 0.002372707879196018, 'games': 0.002372707879196018, 'science and technology': 0.002372707879196018, 'books': 0.002372707879196018, 'gastronomy': 0.002372707879196018, 'health': 0.002372707879196018, 'sports': 0.002372707879196018, 'business': 0.002372707879196018, 'other': 0.002372707879196018, 'politics': 0.002372707879196018}	promoting	{'promoting': 0.9997989023206146, 'personal': 6.703255979516737e-05, 'missing': 6.703255979516737e-05, 'non_english': 6.703255979516737e-05}	877640181142114305
y	{'y': 0.723564904398135, 'n': 0.27643509560186486}	n	{'n': 0.9999111906769206, 'y': 8.880932307940974e-05}	n	{'n': 0.8192640766604915, 'y': 0.18073592333950864}	n	{'n': 0.92072332437474, 'y': 0.07927667562525996}	n	{'n': 0.998725066312644, 'y': 0.0012749336873560642}	n	{'n': 0.9995854777612354, 'y': 0.000414522238764473}	n	{'n': 0.9999239436884045, 'y': 7.605631159537745e-05}	n	{'n': 0.9998991530355528, 'y': 0.00010084696444730888}	n	{'n': 0.9998828969707927, 'y': 0.00011710302920731401}	n	{'n': 0.9999194171948914, 'y': 8.058280510847119e-05}	n	{'n': 0.9694020381998002, 'y': 0.0305979618001998}	n	{'n': 0.9917680478699329, 'y': 0.008231952130067194}	n	{'n': 0.9999159008226317, 'y': 8.409917736836978e-05}	n	{'n': 0.9999743970740645, 'y': 2.5602925935396563e-05}	n	{'n': 0.9947683826411687, 'y': 0.005231617358831237}	n	{'n': 0.8969499104565566, 'y': 0.10305008954344341}	travel	{'travel': 0.9883549169062786, 'arts': 0.005859741686187975, 'family': 0.0004821117839611143, 'style': 0.0004821117839611143, 'games': 0.0004821117839611143, 'science and technology': 0.0004821117839611143, 'books': 0.0004821117839611143, 'gastronomy': 0.0004821117839611143, 'health': 0.0004821117839611143, 'sports': 0.0004821117839611143, 'beauty': 0.0004821117839611143, 'business': 0.0004821117839611143, 'other': 0.0004821117839611143, 'politics': 0.0004821117839611143}	promoting	{'promoting': 0.9873391272397914, 'personal': 0.004220290920069606, 'missing': 0.004220290920069606, 'non_english': 0.004220290920069606}	860917088042590210
n	{'n': 0.9987652555701314, 'y': 0.0012347444298684816}	y	{'y': 0.9832381209226827, 'n': 0.016761879077317215}	n	{'n': 0.9998479253456717, 'y': 0.00015207465432834474}	n	{'n': 0.9999997390384374, 'y': 2.609615625396609e-07}	n	{'n': 0.9966030282115921, 'y': 0.003396971788407832}	n	{'n': 0.9999998242025564, 'y': 1.7579744356794826e-07}	n	{'n': 0.9999999971842525, 'y': 2.815747557932325e-09}	n	{'n': 0.9999954147452192, 'y': 4.585254780735276e-06}	n	{'n': 0.9999960370121166, 'y': 3.962987883456356e-06}	n	{'n': 0.9998043921274654, 'y': 0.00019560787253459645}	n	{'n': 0.9896277718352262, 'y': 0.010372228164773767}	n	{'n': 0.9999983102570612, 'y': 1.6897429387445881e-06}	n	{'n': 0.9999999971862444, 'y': 2.813755539671931e-09}	n	{'n': 0.9999999955002432, 'y': 4.499756794137655e-09}	n	{'n': 0.5693754781530431, 'y': 0.43062452184695693}	n	{'n': 0.9999949835031967, 'y': 5.0164968033212505e-06}	beauty	{'beauty': 0.9929249831357504, 'arts': 0.0005442320664807408, 'family': 0.0005442320664807408, 'travel': 0.0005442320664807408, 'style': 0.0005442320664807408, 'games': 0.0005442320664807408, 'science and technology': 0.0005442320664807408, 'books': 0.0005442320664807408, 'gastronomy': 0.0005442320664807408, 'health': 0.0005442320664807408, 'sports': 0.0005442320664807408, 'business': 0.0005442320664807408, 'other': 0.0005442320664807408, 'politics': 0.0005442320664807408}	promoting	{'promoting': 0.99984651265094, 'personal': 5.116244968672722e-05, 'missing': 5.116244968672722e-05, 'non_english': 5.116244968672722e-05}	850176770611523584
n	{'n': 0.9989747798134895, 'y': 0.001025220186510454}	n	{'n': 0.9725736792243709, 'y': 0.027426320775629197}	y	{'y': 0.9980621679287675, 'n': 0.001937832071232525}	n	{'n': 0.9998918095905267, 'y': 0.00010819040947323485}	n	{'n': 0.962599887979822, 'y': 0.03740011202017799}	n	{'n': 0.9999545534666447, 'y': 4.544653335520658e-05}	n	{'n': 0.999999398142863, 'y': 6.018571370531766e-07}	n	{'n': 0.9999987110487898, 'y': 1.2889512102188315e-06}	n	{'n': 0.9999762925711687, 'y': 2.3707428831203453e-05}	n	{'n': 0.9837333983053246, 'y': 0.01626660169467541}	y	{'y': 0.9978511792324446, 'n': 0.0021488207675554242}	n	{'n': 0.9996941640424736, 'y': 0.00030583595752631867}	n	{'n': 0.9999993243802618, 'y': 6.756197381116798e-07}	n	{'n': 0.9999996629876986, 'y': 3.370123013593201e-07}	n	{'n': 0.6672717903263109, 'y': 0.33272820967368916}	n	{'n': 0.9999992551603322, 'y': 7.448396677778035e-07}	books	{'books': 0.9903741700926344, 'other': 0.0030363610139814918, 'arts': 0.0005491224077820171, 'family': 0.0005491224077820171, 'travel': 0.0005491224077820171, 'style': 0.0005491224077820171, 'games': 0.0005491224077820171, 'science and technology': 0.0005491224077820171, 'gastronomy': 0.0005491224077820171, 'health': 0.0005491224077820171, 'sports': 0.0005491224077820171, 'beauty': 0.0005491224077820171, 'business': 0.0005491224077820171, 'politics': 0.0005491224077820171}	promoting	{'promoting': 0.9827804015631236, 'personal': 0.005739866145625477, 'missing': 0.005739866145625477, 'non_english': 0.005739866145625477}	826514158078349312
n	{'n': 0.9965384679992079, 'y': 0.003461532000792185}	n	{'n': 0.9968301807485233, 'y': 0.0031698192514767296}	n	{'n': 0.9999900290109479, 'y': 9.970989052075943e-06}	n	{'n': 0.9999105776144634, 'y': 8.942238553656247e-05}	n	{'n': 0.9996649623125551, 'y': 0.00033503768744481033}	n	{'n': 0.9999944508421896, 'y': 5.549157810409552e-06}	n	{'n': 0.9999934872809586, 'y': 6.5127190414169954e-06}	n	{'n': 0.9999998943961472, 'y': 1.0560385272382669e-07}	n	{'n': 0.9997242950332333, 'y': 0.0002757049667666153}	n	{'n': 0.9999979807073966, 'y': 2.0192926034438913e-06}	n	{'n': 0.5710350357990811, 'y': 0.42896496420091884}	n	{'n': 0.9999924616624722, 'y': 7.538337527801505e-06}	n	{'n': 0.999993891123835, 'y': 6.108876165145748e-06}	n	{'n': 0.9999947335787407, 'y': 5.266421259260144e-06}	n	{'n': 0.9720772942451458, 'y': 0.027922705754854206}	n	{'n': 0.9982525167450169, 'y': 0.0017474832549830746}	science and technology	{'science and technology': 0.999184457077184, 'other': 0.00043104325765569483, 'arts': 3.204163876341263e-05, 'family': 3.204163876341263e-05, 'travel': 3.204163876341263e-05, 'style': 3.204163876341263e-05, 'games': 3.204163876341263e-05, 'books': 3.204163876341263e-05, 'gastronomy': 3.204163876341263e-05, 'health': 3.204163876341263e-05, 'sports': 3.204163876341263e-05, 'beauty': 3.204163876341263e-05, 'business': 3.204163876341263e-05, 'politics': 3.204163876341263e-05}	promoting	{'promoting': 0.9998516626009705, 'personal': 4.944579967647128e-05, 'missing': 4.944579967647128e-05, 'non_english': 4.944579967647128e-05}	838881467853901824
n	{'n': 0.5732399415648045, 'y': 0.42676005843519554}	n	{'n': 0.9647581527305946, 'y': 0.03524184726940535}	y	{'y': 0.9999142618124831, 'n': 8.573818751696563e-05}	n	{'n': 0.9999922101603482, 'y': 7.789839651796728e-06}	n	{'n': 0.9592867462922582, 'y': 0.04071325370774176}	n	{'n': 0.9999845705794042, 'y': 1.542942059588387e-05}	n	{'n': 0.9999975246656314, 'y': 2.475334368636435e-06}	n	{'n': 0.9999449558340455, 'y': 5.504416595453527e-05}	n	{'n': 0.9974196926084823, 'y': 0.0025803073915177176}	n	{'n': 0.9992800321023304, 'y': 0.0007199678976695046}	y	{'y': 0.9667076097305015, 'n': 0.03329239026949847}	n	{'n': 0.998652585586816, 'y': 0.001347414413184026}	n	{'n': 0.9999975241624911, 'y': 2.475837508935656e-06}	n	{'n': 0.9999959863170126, 'y': 4.0136829874144875e-06}	n	{'n': 0.8508429283372327, 'y': 0.14915707166276732}	n	{'n': 0.9993941887804857, 'y': 0.0006058112195142327}	books	{'books': 0.9741951542507784, 'arts': 0.001984988134555502, 'family': 0.001984988134555502, 'travel': 0.001984988134555502, 'style': 0.001984988134555502, 'games': 0.001984988134555502, 'science and technology': 0.001984988134555502, 'gastronomy': 0.001984988134555502, 'health': 0.001984988134555502, 'sports': 0.001984988134555502, 'beauty': 0.001984988134555502, 'business': 0.001984988134555502, 'other': 0.001984988134555502, 'politics': 0.001984988134555502}	promoting	{'promoting': 0.8681434565160233, 'personal': 0.10386329472036275, 'missing': 0.01399662438180706, 'non_english': 0.01399662438180706}	997475828157108224
y	{'y': 0.9893242877323396, 'n': 0.010675712267660415}	n	{'n': 0.9937511506712947, 'y': 0.006248849328705249}	n	{'n': 0.99909030036586, 'y': 0.000909699634139951}	n	{'n': 0.9995984688364045, 'y': 0.0004015311635955349}	y	{'y': 0.8685781589007623, 'n': 0.13142184109923769}	n	{'n': 0.9999237649105548, 'y': 7.623508944523871e-05}	n	{'n': 0.9999927550136068, 'y': 7.244986393176151e-06}	n	{'n': 0.9944772337828963, 'y': 0.005522766217103738}	n	{'n': 0.9999918323299029, 'y': 8.167670097130668e-06}	n	{'n': 0.9990330021260634, 'y': 0.0009669978739366585}	y	{'y': 0.5765908840659072, 'n': 0.42340911593409286}	n	{'n': 0.9998079499889404, 'y': 0.00019205001105954275}	n	{'n': 0.9999927475378396, 'y': 7.252462160417187e-06}	n	{'n': 0.9999932086694506, 'y': 6.791330549274043e-06}	n	{'n': 0.8363362234327327, 'y': 0.1636637765672673}	n	{'n': 0.9988168322293357, 'y': 0.0011831677706643478}	family	{'family': 0.48045256096172284, 'arts': 0.4085368385982941, 'travel': 0.009250883369998594, 'style': 0.009250883369998594, 'games': 0.009250883369998594, 'science and technology': 0.009250883369998594, 'books': 0.009250883369998594, 'gastronomy': 0.009250883369998594, 'health': 0.009250883369998594, 'sports': 0.009250883369998594, 'beauty': 0.009250883369998594, 'business': 0.009250883369998594, 'other': 0.009250883369998594, 'politics': 0.009250883369998594}	promoting	{'promoting': 0.9933395981283688, 'personal': 0.003977842191513725, 'missing': 0.0013412798400588258, 'non_english': 0.0013412798400588258}	825904425764057088
n	{'n': 0.5249827567152213, 'y': 0.4750172432847787}	n	{'n': 0.5027528530214822, 'y': 0.49724714697851774}	n	{'n': 0.5084934440440526, 'y': 0.4915065559559475}	n	{'n': 0.6263234737141696, 'y': 0.3736765262858303}	n	{'n': 0.6137807309082084, 'y': 0.38621926909179166}	n	{'n': 0.5752074726413398, 'y': 0.4247925273586602}	n	{'n': 0.5243188355730232, 'y': 0.4756811644269768}	n	{'n': 0.9992302880961241, 'y': 0.0007697119038758348}	n	{'n': 0.5472300415655799, 'y': 0.4527699584344202}	y	{'y': 0.7911229166303444, 'n': 0.20887708336965563}	n	{'n': 0.5004629245943958, 'y': 0.49953707540560416}	n	{'n': 0.5285346100166229, 'y': 0.47146538998337706}	n	{'n': 0.5407841421434968, 'y': 0.4592158578565032}	n	{'n': 0.5653900868207388, 'y': 0.43460991317926123}	y	{'y': 0.8072783062389386, 'n': 0.19272169376106138}	n	{'n': 0.5428969686511511, 'y': 0.4571030313488489}	style	{'style': 0.24389991685417645, 'arts': 0.058161544857371024, 'family': 0.058161544857371024, 'travel': 0.058161544857371024, 'games': 0.058161544857371024, 'science and technology': 0.058161544857371024, 'books': 0.058161544857371024, 'gastronomy': 0.058161544857371024, 'health': 0.058161544857371024, 'sports': 0.058161544857371024, 'beauty': 0.058161544857371024, 'business': 0.058161544857371024, 'other': 0.058161544857371024, 'politics': 0.058161544857371024}	personal	{'personal': 0.9951958304015234, 'promoting': 0.002283557516817822, 'missing': 0.0012603060408294666, 'non_english': 0.0012603060408294666}	866456516794220546
n	{'n': 0.6409885886491078, 'y': 0.3590114113508922}	y	{'y': 0.9951740387472748, 'n': 0.004825961252725179}	n	{'n': 0.9679412168254738, 'y': 0.03205878317452617}	n	{'n': 0.9989413445154138, 'y': 0.0010586554845862432}	n	{'n': 0.9313064955330858, 'y': 0.06869350446691416}	n	{'n': 0.9972509162942085, 'y': 0.002749083705791459}	n	{'n': 0.9995260099724944, 'y': 0.00047399002750559473}	n	{'n': 0.9999999798513655, 'y': 2.014863451240848e-08}	n	{'n': 0.9846423381823921, 'y': 0.015357661817607952}	n	{'n': 0.9740575380019217, 'y': 0.025942461998078346}	n	{'n': 0.9893564265809023, 'y': 0.010643573419097772}	n	{'n': 0.8138213110617764, 'y': 0.18617868893822365}	n	{'n': 0.9995018091801783, 'y': 0.0004981908198217124}	n	{'n': 0.9997708204207448, 'y': 0.00022917957925516183}	y	{'y': 0.7270126142094913, 'n': 0.27298738579050885}	n	{'n': 0.9998366032309403, 'y': 0.00016339676905977277}	beauty	{'beauty': 0.9785296840771258, 'style': 0.005559985621556359, 'arts': 0.0013258608584431368, 'family': 0.0013258608584431368, 'travel': 0.0013258608584431368, 'games': 0.0013258608584431368, 'science and technology': 0.0013258608584431368, 'books': 0.0013258608584431368, 'gastronomy': 0.0013258608584431368, 'health': 0.0013258608584431368, 'sports': 0.0013258608584431368, 'business': 0.0013258608584431368, 'other': 0.0013258608584431368, 'politics': 0.0013258608584431368}	promoting	{'promoting': 0.9379878839938957, 'personal': 0.02067070533536812, 'missing': 0.02067070533536812, 'non_english': 0.02067070533536812}	818785108735967234
y	{'y': 0.9947916844116964, 'n': 0.005208315588303631}	n	{'n': 0.9996579645037057, 'y': 0.0003420354962943806}	n	{'n': 0.9999526437958812, 'y': 4.735620411885683e-05}	n	{'n': 0.9965580570474654, 'y': 0.0034419429525345473}	n	{'n': 0.9999742014996273, 'y': 2.5798500372634764e-05}	n	{'n': 0.9999733825944779, 'y': 2.6617405522070828e-05}	n	{'n': 0.999967265947554, 'y': 3.273405244593704e-05}	n	{'n': 0.9999999699589855, 'y': 3.00410144412255e-08}	n	{'n': 0.9999688477776485, 'y': 3.1152222351404225e-05}	n	{'n': 0.9999918140394649, 'y': 8.185960535101623e-06}	n	{'n': 0.5860894807812262, 'y': 0.41391051921877375}	n	{'n': 0.9991646324892891, 'y': 0.00083536751071089}	n	{'n': 0.9999693265740048, 'y': 3.067342599518194e-05}	n	{'n': 0.9999730228164159, 'y': 2.697718358416562e-05}	n	{'n': 0.957147765851073, 'y': 0.04285223414892695}	n	{'n': 0.9994576203028516, 'y': 0.0005423796971483711}	arts	{'arts': 0.9995917451377893, 'family': 3.1404220170054334e-05, 'travel': 3.1404220170054334e-05, 'style': 3.1404220170054334e-05, 'games': 3.1404220170054334e-05, 'science and technology': 3.1404220170054334e-05, 'books': 3.1404220170054334e-05, 'gastronomy': 3.1404220170054334e-05, 'health': 3.1404220170054334e-05, 'sports': 3.1404220170054334e-05, 'beauty': 3.1404220170054334e-05, 'business': 3.1404220170054334e-05, 'other': 3.1404220170054334e-05, 'politics': 3.1404220170054334e-05}	promoting	{'promoting': 0.9999856952870668, 'personal': 4.768237644462194e-06, 'missing': 4.768237644462194e-06, 'non_english': 4.768237644462194e-06}	1006130550694907904
